context,question,answer,answer_start,answer_end
fiance has worked with tommy hilfiger for the fragrances trust are singing a cover version of wishing honest our interest our goal she also promoted him florio armani suit diamonds fragrance in two thousand seven. the young same monster first official fragrance he didnt twenty ten. the commercial which featured the nineteen fifty six on fever was shot after the watershed in the united kingdom as it begins with an image of the yon say appearing to lie naked in the room. in february twenty eleven fiance launched her second fragrance heat rash. the young saints third fragrance called le salons in september twenty eleven. in twenty thirteen the mrs. carter shell limited edition version of he was released. the six editions of heater the worlds best selling celebrity fragrance line with sales of over four hundred million dollars.,What was Beyonce's 2010  perfume called?,heat,537,541
fiance has worked with tommy hilfiger for the fragrances trust are singing a cover version of wishing honest our interest our goal she also promoted him florio armani suit diamonds fragrance in two thousand seven. the young same monster first official fragrance he didnt twenty ten. the commercial which featured the nineteen fifty six on fever was shot after the watershed in the united kingdom as it begins with an image of the yon say appearing to lie naked in the room. in february twenty eleven fiance launched her second fragrance heat rash. the young saints third fragrance called le salons in september twenty eleven. in twenty thirteen the mrs. carter shell limited edition version of he was released. the six editions of heater the worlds best selling celebrity fragrance line with sales of over four hundred million dollars.,How many editions of Heat have been launched?,six editions,715,727
fiance has worked with tommy hilfiger for the fragrances trust are singing a cover version of wishing honest our interest our goal she also promoted him florio armani suit diamonds fragrance in two thousand seven. the young same monster first official fragrance he didnt twenty ten. the commercial which featured the nineteen fifty six on fever was shot after the watershed in the united kingdom as it begins with an image of the yon say appearing to lie naked in the room. in february twenty eleven fiance launched her second fragrance heat rash. the young saints third fragrance called le salons in september twenty eleven. in twenty thirteen the mrs. carter shell limited edition version of he was released. the six editions of heater the worlds best selling celebrity fragrance line with sales of over four hundred million dollars.,Which Emporio Armani fragrance did Beyoncé promote in 2007?,diamonds,172,180
fiance has worked with tommy hilfiger for the fragrances trust are singing a cover version of wishing honest our interest our goal she also promoted him florio armani suit diamonds fragrance in two thousand seven. the young same monster first official fragrance he didnt twenty ten. the commercial which featured the nineteen fifty six on fever was shot after the watershed in the united kingdom as it begins with an image of the yon say appearing to lie naked in the room. in february twenty eleven fiance launched her second fragrance heat rash. the young saints third fragrance called le salons in september twenty eleven. in twenty thirteen the mrs. carter shell limited edition version of he was released. the six editions of heater the worlds best selling celebrity fragrance line with sales of over four hundred million dollars.,What was Beyoncé's first fragrance called?,heat,537,541
fiance has worked with tommy hilfiger for the fragrances trust are singing a cover version of wishing honest our interest our goal she also promoted him florio armani suit diamonds fragrance in two thousand seven. the young same monster first official fragrance he didnt twenty ten. the commercial which featured the nineteen fifty six on fever was shot after the watershed in the united kingdom as it begins with an image of the yon say appearing to lie naked in the room. in february twenty eleven fiance launched her second fragrance heat rash. the young saints third fragrance called le salons in september twenty eleven. in twenty thirteen the mrs. carter shell limited edition version of he was released. the six editions of heater the worlds best selling celebrity fragrance line with sales of over four hundred million dollars.,How many editions of Heat exist?,six,332,335
the release of the video games star power fiance was canceled after beyond say pulled out of the one hundred million dollars with kate five who allege the cancellation and the sacking of seventy staff and millions of pounds lost in development. it was settled out of court by her lawyers engine twenty thirteen who said that they had canceled because eight five had lost its financial backers. fiance also has had deals with american express nintendo d s and laurie on since the age of eighteen.,How was the suit settled?,out of court,260,272
in october twenty fourteen it was announced that fiance with her management company park with entertainment would be partnering with london based fashion retailer top shop in a new fifty fifty split subsidiary business named park would talk shop athletic limited. the new division was created for top shop to break into the act of where market with an athletic street where brand being produced. creating a partnership with the yon say one of the most hardworking and talented people in the world who spends many hours of her life dancing rehearsing in training is a unique opportunity to develop this category stated sir philip green on the partnership. the company in collection is set to launch and hit stores in the fall of twenty fifteen.,Where is Topshop located?,london,133,139
on march thirtieth twenty fifteen he was announced that the yon say is a co owner with various other music artists in the music streaming service title. the service specializes in la suisse idea when high definition music videos. the young face has been j c acquired the parent company of title as the arrow in the first quarter of twenty fifteen. including fiance and j c sixteen artist stakeholders such as kind a west briana madonna chris martin they came in eischen more compelling title with the majority owning a three percent equity stake. the idea of having an all artist and streaming service was created by those involved to adapt to the increased demand for streaming within the current music industry and to rival other streaming services such as modify which have been criticized for their low pay out of royalties. the challenge is to get everyone to respect music again to recognize its value state and daisy on the release of title.,What kind of service is Tidal?,music streaming service,122,145
fiance and her mother introduced house of terrain a contemporary womens fashion line in two thousand five. the concept is inspired by three generations of women in their family the name paying tribute to the young face grandmother agnes duran are respected seamstress. according to tina the overall style of the line best reflects her and be on face taste and style. the young say in her mothers founded their families company beyond productions which provides the licensing and brand management for houses during an end its junior collection duran. house of terrain pieces were exhibited in destinies child shows in two hours during their destiny fulfilled era. the collection features sportswear denim offerings with for outerwear in accessories that include handbags ten foot wear and are available at the apartment and specialty stores across the us in canada.,House of Dereon became known through Beyonce and which of Beyonce's relatives?,her mother,11,21
fiance and her mother introduced house of terrain a contemporary womens fashion line in two thousand five. the concept is inspired by three generations of women in their family the name paying tribute to the young face grandmother agnes duran are respected seamstress. according to tina the overall style of the line best reflects her and be on face taste and style. the young say in her mothers founded their families company beyond productions which provides the licensing and brand management for houses during an end its junior collection duran. house of terrain pieces were exhibited in destinies child shows in two hours during their destiny fulfilled era. the collection features sportswear denim offerings with for outerwear in accessories that include handbags ten foot wear and are available at the apartment and specialty stores across the us in canada.,Beyonce's family's company name is what?,beyond productions,427,445
fiance and her mother introduced house of terrain a contemporary womens fashion line in two thousand five. the concept is inspired by three generations of women in their family the name paying tribute to the young face grandmother agnes duran are respected seamstress. according to tina the overall style of the line best reflects her and be on face taste and style. the young say in her mothers founded their families company beyond productions which provides the licensing and brand management for houses during an end its junior collection duran. house of terrain pieces were exhibited in destinies child shows in two hours during their destiny fulfilled era. the collection features sportswear denim offerings with for outerwear in accessories that include handbags ten foot wear and are available at the apartment and specialty stores across the us in canada.,"Who partnered with Beyonce to start the clothing line, Dereon?",her mother,11,21
fiance and her mother introduced house of terrain a contemporary womens fashion line in two thousand five. the concept is inspired by three generations of women in their family the name paying tribute to the young face grandmother agnes duran are respected seamstress. according to tina the overall style of the line best reflects her and be on face taste and style. the young say in her mothers founded their families company beyond productions which provides the licensing and brand management for houses during an end its junior collection duran. house of terrain pieces were exhibited in destinies child shows in two hours during their destiny fulfilled era. the collection features sportswear denim offerings with for outerwear in accessories that include handbags ten foot wear and are available at the apartment and specialty stores across the us in canada.,Who shares in the House of Deréon fashion line introduction with Beyoncé?,her mother,11,21
in two thousand five beyond say teamed up with house of brands a shoe company to produce a range of foot wear fur house of turin. in january two thousand eight star wave mobile launched the yon say fashion diva a high style mobile game with the social networking component featuring the house of terrain collection. in july two thousand nine the young say and her mother launched a new junior apparel able sasha fears for terrain for back to school selling. the collection included sportswear outerwear handbags book where i wear lingerie and jewelry. he was available at department stores including macys and dillards and specialty stores jenny jazz and against all night. on may twenty seventh twenty ten fiance teamed up with a clothing store c n n to launch karyn bye be on sale their stores in brazil. the collection included tailored lasers with padded shoulders male black dresses embroidered tops in shirts and bandage dresses.,What type of accessory company did Beyonce partner with in 2005?,shoe,65,69
in two thousand five beyond say teamed up with house of brands a shoe company to produce a range of foot wear fur house of turin. in january two thousand eight star wave mobile launched the yon say fashion diva a high style mobile game with the social networking component featuring the house of terrain collection. in july two thousand nine the young say and her mother launched a new junior apparel able sasha fears for terrain for back to school selling. the collection included sportswear outerwear handbags book where i wear lingerie and jewelry. he was available at department stores including macys and dillards and specialty stores jenny jazz and against all night. on may twenty seventh twenty ten fiance teamed up with a clothing store c n n to launch karyn bye be on sale their stores in brazil. the collection included tailored lasers with padded shoulders male black dresses embroidered tops in shirts and bandage dresses.,"In 2010, Beyonce released Dereon to what country?",brazil,799,805
in two thousand five beyond say teamed up with house of brands a shoe company to produce a range of foot wear fur house of turin. in january two thousand eight star wave mobile launched the yon say fashion diva a high style mobile game with the social networking component featuring the house of terrain collection. in july two thousand nine the young say and her mother launched a new junior apparel able sasha fears for terrain for back to school selling. the collection included sportswear outerwear handbags book where i wear lingerie and jewelry. he was available at department stores including macys and dillards and specialty stores jenny jazz and against all night. on may twenty seventh twenty ten fiance teamed up with a clothing store c n n to launch karyn bye be on sale their stores in brazil. the collection included tailored lasers with padded shoulders male black dresses embroidered tops in shirts and bandage dresses.,What company did Beyoncé get together with in 2005 to add shoes to her fashions?,house of brands,47,62
in two thousand five beyond say teamed up with house of brands a shoe company to produce a range of foot wear fur house of turin. in january two thousand eight star wave mobile launched the yon say fashion diva a high style mobile game with the social networking component featuring the house of terrain collection. in july two thousand nine the young say and her mother launched a new junior apparel able sasha fears for terrain for back to school selling. the collection included sportswear outerwear handbags book where i wear lingerie and jewelry. he was available at department stores including macys and dillards and specialty stores jenny jazz and against all night. on may twenty seventh twenty ten fiance teamed up with a clothing store c n n to launch karyn bye be on sale their stores in brazil. the collection included tailored lasers with padded shoulders male black dresses embroidered tops in shirts and bandage dresses.,Sasha Fierce for Deréon fashions were sold at stores that included Macy's and what other store?,dillards,610,618
after hurricane katrina in two thousand five the yarns they enrolling founded the survivor foundation to provide transitional housing for victims in the houston area to which fiance contributed an initial two hundred fifty dollars oh no. the foundation has since expanded to work with other charities in the city and also provided relief following hurricane ike three years later.,What national disaster caused Beyonce to create the Survivor Foundation?,hurricane katrina,6,23
after hurricane katrina in two thousand five the yarns they enrolling founded the survivor foundation to provide transitional housing for victims in the houston area to which fiance contributed an initial two hundred fifty dollars oh no. the foundation has since expanded to work with other charities in the city and also provided relief following hurricane ike three years later.,What hurricane years later after Katrina did the organization provide support for?,ike,358,361
after hurricane katrina in two thousand five the yarns they enrolling founded the survivor foundation to provide transitional housing for victims in the houston area to which fiance contributed an initial two hundred fifty dollars oh no. the foundation has since expanded to work with other charities in the city and also provided relief following hurricane ike three years later.,What did Beyonce and Rowland found in 2005?,the survivor foundation,78,101
after hurricane katrina in two thousand five the yarns they enrolling founded the survivor foundation to provide transitional housing for victims in the houston area to which fiance contributed an initial two hundred fifty dollars oh no. the foundation has since expanded to work with other charities in the city and also provided relief following hurricane ike three years later.,How has this foundation changed in recent years?,expanded to work with other charities,263,300
after hurricane katrina in two thousand five the yarns they enrolling founded the survivor foundation to provide transitional housing for victims in the houston area to which fiance contributed an initial two hundred fifty dollars oh no. the foundation has since expanded to work with other charities in the city and also provided relief following hurricane ike three years later.,What foundation did Beyoncé start after Hurricane Katrina?,survivor foundation,82,101
after hurricane katrina in two thousand five the yarns they enrolling founded the survivor foundation to provide transitional housing for victims in the houston area to which fiance contributed an initial two hundred fifty dollars oh no. the foundation has since expanded to work with other charities in the city and also provided relief following hurricane ike three years later.,What other hurricane did Beyoncé's foundation help with?,hurricane ike,348,361
the yon say participated in george clooney unlike left johns hope for haiti now but global benefit for earthquake relief talented and was named the official phase of the limited edition c f d a fashion for haiti t shirt made by theory which raised a total of one million dollars. on march fifth twenty ten fiance and her mother tina hoping to be on say cosmetology center at the brooklyn phoenix house offering his seven month cosmetology training course for men and women. in april twenty eleven fiance joined forces with as first lady michelle obama and the national association of broadcasters education foundation to help boost the latters campaign against child obesity by reworking her single get me body. following the death of osama bin lot in yon say released her cover of the lee greenwood song god bless the u s say as a charity single to help raise funds for the new york police and fire widows in childrens benefit find.,Beyonce opened a cosmetology center in what location?,brooklyn phoenix house,379,401
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,"Which national event caused Beyonce to produce ""Demand a Plan?""",sandy hook elementary school shooting,298,335
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,What song did Beyonce contribute to the campaign?,i was here,437,447
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,"On June 1 , 2013 where was the concert held for ""a Chime for Change""?",london,833,839
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,"Beyonce was speaking about whom when she said her gift was ""finding the best qualities in every human being.""?",her mother,1367,1377
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,The Demand a Plan video campaign followed what tragic event?,sandy hook elementary school shooting,298,335
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,What was the focus of the Gucci Chime for Change campaign?,spread female empowerment,660,685
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,What crowdfunding platform was used in the concert?,catapult,1496,1504
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,What is the name of the campaign that Beyoncé and others are involved in that deals with gun control?,demand a plan,111,124
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,What school shooting prompted the creation of Demand A Plan?,sandy hook elementary school,298,326
in december be on sale long with a variety of other celebrities teamed up and produced a video campaign fuller demand a plan a bipartisan effort by a group of nine hundred fifty u s mayors and others designed to influence the federal government into rethinking its gun control law is following the sandy hook elementary school shooting. fiance became an ambassador for the twenty twelve world humanitarian day campaign donating her song i was here and its music video shot in the yarn to the campaign. in twenty thirteen it was announced that the yon say would work with selma high again frida giannini on it that she chime fuller change campaign that aims to spread female empowerment. the campaign which aired on february twenty eighth was sent to her new music. a concert for the cause took place on june first twenty thirteen in london and included other acts like ellie golding florence and the machine and we know laura. in advance of the concert she appeared in the campaign video released on the fifteenth of may twenty thirteen where she along with cameron diaz john legend in kylie mundo describe inspiration from their mothers while a number of other artists celebrated personal inspiration from other women leading to a call for submission the photos of women of viewers inspiration from which a selection was shown at the concert. the yon say said about her mother tina knowles that her gift was finding the best qualities in every human being withheld by the crowd finding platform catapult visitors of the concert could choose between several projects promoting education of women and girls. fiance is also taking part in this emil of food donation campaign and supporting goodwill charity through on line charity auctions at charity boztepe support job creation throughout europe and the u s.,What song did Beyoncé donate to the 2012 World Humanitarian Day campaign?,i was here,437,447
montana school children played a significant role in selecting several states symbols. the state tree the ponderosa pine was selected by montana school children as the preferred state tree by an overwhelming majority in the referendum held in nineteen oh wait. however the legislature did not designated stay tree until nineteen forty nine when the montana federation of garden clubs with the support of the state forrester lobbying for formal recognition. school children also chose the western meadow lark as the state bird in the nineteen thirty vote and the legislature acted to endorse this decision in nineteen thirty one. similarly the secretary of state sponsored the childrens vote in nineteen eighty one touches of state animal and after seventy four animals were nominated the grizzly bear one over the elk by a two to one margin. the students of livingston started the statewide school petition drive has lobbied the governor and the state legislature to name them a hustler as the state fossil in nineteen eighty five.,What is the state animal of Montana?,grizzly bear,788,800
montanas motto borrow why father spanish for gold and silver recognizing the significant role of mining was first adopted in eighteen sixty five when montana was still at territory. the state seal with the miners pick and shovel above the motto surrounded by the mountains and the great falls of the missouri river was adopted during the first meeting of the territorial legislature in eighteen sixty four to sixty five. the design was only slightly modified after montana became estate and adopted it as the great seal of the state of montana enacted by the legislature in eighteen ninety three. the state flower bed bitterroot was adopted in eighteen ninety five with the support of a group called the floral and loan association which formed after montanas womens christian temperance union adopted the better route is the organizations state flower. all other symbols were adopted throughout the twentieth century save for montana is new is the symbol the state butterfly the morning cloak adopted in two thousand won an estate lullaby montana lullaby adopted in two thousand seven.,What does Montana's motto mean?,gold and silver,45,60
montanas motto borrow why father spanish for gold and silver recognizing the significant role of mining was first adopted in eighteen sixty five when montana was still at territory. the state seal with the miners pick and shovel above the motto surrounded by the mountains and the great falls of the missouri river was adopted during the first meeting of the territorial legislature in eighteen sixty four to sixty five. the design was only slightly modified after montana became estate and adopted it as the great seal of the state of montana enacted by the legislature in eighteen ninety three. the state flower bed bitterroot was adopted in eighteen ninety five with the support of a group called the floral and loan association which formed after montanas womens christian temperance union adopted the better route is the organizations state flower. all other symbols were adopted throughout the twentieth century save for montana is new is the symbol the state butterfly the morning cloak adopted in two thousand won an estate lullaby montana lullaby adopted in two thousand seven.,What is the state flower for Montana?,bitterroot,618,628
montana has fifty six counties with the united states census bureau stating montanas contains three hundred sixty four places broken down into one hundred twenty nine incorporated places than two hundred thirty five cents is designated places. incorporated places consist of fifty two cities seventy five pounds and to consolidate its city counties. montana has one city billings with the population over one hundred oh go into cities with populations over fifty oh hello ms allen great falls. these three communities are considered the centers of montanas three metropolitan statistical areas.,"What city in Montana has over 100,000 people?",billings,371,379
the name montana comes from the spanish words montagnier meaning mountain or more broadly mountainous country. montagnier del norte k with the name given by early spanish explorers to the entire mountainous region of the west. the name montana was added to a bill by the united states house committee on territories which was cheered at that time by rat. james ashley of ohio for the territory that would become idaho territory. the name was successfully changed by representatives henry wells in massachusetts and benjamin f. harding origin who complained that montana had no meaning. when ashley presented a bill to establish a temporary government in eighteen sixty four for a new territory to be carved out of idaho he again shows montana territory. this time around. samuel cox also of ohio objected to the name. cox complained that the name was a misnomer given that most of the territory was not mountainous and that native american name would be more appropriate than the spanish wine. other names such as shoshone were suggested by it was eventually decided that the committee on territories could name it whatever they wanted to sell the original name of montana was adopted.,Where does the state's name mean?,mountain,65,73
with the tonal area of one hundred forty seven thousand forty square miles three hundred eighty thousand eight hundred square kilometers montana is slightly larger than japan. it is the fourth largest state in the united states after alaska texas and california the largest landlocked the u s. state and the fifty sixth largest nationals the province subdivision in the world. to the north montana shares of five hundred forty five mile eight hundred seventy seven kilometers border with three canadian province is british columbia alberta in saskatchewan the only state to do so. it borders north dakota and south dakota to the east wyoming to the south in idaho to the west and southwest.,What state does Montana border to the south?,wyoming,634,641
with the tonal area of one hundred forty seven thousand forty square miles three hundred eighty thousand eight hundred square kilometers montana is slightly larger than japan. it is the fourth largest state in the united states after alaska texas and california the largest landlocked the u s. state and the fifty sixth largest nationals the province subdivision in the world. to the north montana shares of five hundred forty five mile eight hundred seventy seven kilometers border with three canadian province is british columbia alberta in saskatchewan the only state to do so. it borders north dakota and south dakota to the east wyoming to the south in idaho to the west and southwest.,What state does it border to the west?,idaho,658,663
the topography of the state is roughly defined by the continental divide which splits much of the state into distinct eastern and western regions. most of montana is one hundred or more names mountain ranges are concentrated in the western half of the state most of which is geological ian geographically part of the northern rocky mountains. the answer i can bear to the ranges in the south central part of the state are technically part of the central rocky mountains. the rocky mountain front is a significant feature in the north central portion of the state and there are a number of isolated island ranges that enter on the prairie landscape common in the central and eastern parts of the state. about sixty percent of the state is prairie part of the northern great plains.,Where are most of the states mountain ranges?,western half of the state,232,257
